,facility,address,city,zip_cd,num_at_address,max_seats,phone,risk_level,last_inspect_date,inspect_score,cat,closed_est,year
779,AMANDINE,12225 WILSHIRE BLVD,LOS ANGELES,90025,2,60,+1nan,3,2015-05-21,96.0,,1,2015
780,AMANDINE PATISSERIE CAFE,12225 WILSHIRE BLVD,LOS ANGELES,90025,2,60,+13109793211,3,2016-09-26,97.0,,0,2016
781,AMANECER ILOBASQUENCE & FAMI,4301 S AVALON BLVD,LOS ANGELES,90011,1,30,+1nan,3,2016-12-27,93.0,,0,2016
782,AMANTE,123 E 9TH ST,LOS ANGELES,90015,3,30,+12134884999,1,2015-10-07,98.0,,1,2015
783,AMANTE PIZZA AND PASTA,110 E 9TH ST,LOS ANGELES,90079,4,150,+19252836308,3,2014-05-28,93.0,,1,2014
792,AMAPOLA MEXICAN DELI,7223 S COMPTON AVE,LOS ANGELES,90001,2,30,+1nan,3,2016-10-26,98.0,,0,2016
794,AMAPOLA TORTILLERIA,7223 S COMPTON AVE,LOS ANGELES,90001,2,30,+1nan,2,2016-10-26,94.0,,0,2016
795,AMAR DESH INDIAN RESTAURANT,2411 W OLYMPIC BLVD,LOS ANGELES,90006,4,30,+12133521290,3,2016-11-15,90.0,,0,2016
799,AMAZEBOWLS,300 S SANTA FE,LOS ANGELES,90013,1,30,+1nan,2,2016-11-08,92.0,,0,2016
806,AMBOY,727 N BROADWAY,LOS ANGELES,90012,14,30,+1nan,3,2016-09-13,94.0,,0,2016
813,AMC CENTURY CITY 15 LEVEL 1,10250 SANTA MONICA BLVD,LOS ANGELES,90067,25,30,+1nan,1,2016-04-27,100.0,,0,2016
814,AMC CENTURY CITY 15 LEVEL 2,10250 SANTA MONICA BLVD,LOS ANGELES,90067,25,30,+1nan,2,2017-01-12,97.0,,0,2017
815,AMC CENTURY CITY 15 LEVEL 3,10250 SANTA MONICA BLVD,LOS ANGELES,90067,25,30,+1nan,1,2015-11-23,96.0,,1,2015
838,AMDA MARKET,1777 VINE ST FL3,LOS ANGELES,90028,1,30,+13232291098,2,2016-08-10,98.0,,0,2016
857,AMELIA,7122 BEVERLY BLVD,LOS ANGELES,90036,4,60,+13239541250,3,2016-04-28,92.0,,0,2016
861,AMERICAN BUFFET & GRILL,3650 W MARTIN LUTHER KING BLVD,LOS ANGELES,90008,4,150,+1nan,3,2016-12-20,90.0,,0,2016
863,AMERICAN CINEMATHEQUE,6712 HOLLYWOOD BLVD,LOS ANGELES,90028,1,30,+1nan,1,2016-05-18,97.0,,0,2016
889,AMERICAN RANCH & SEAFOOD MKT OF LA - RESTAURANT 2ND FLOOR,1001 N VERMONT AVE,LOS ANGELES,90029,1,60,+13232222030,3,2016-10-25,90.0,,0,2016
891,AMERICAN TEA ROOM,909 S SANTA FE AVE,LOS ANGELES,90021,1,30,+1nan,3,2016-11-03,95.0,,0,2016
893,AMERICANO,923 E 3RD ST,LOS ANGELES,90013,2,150,+12136200781,3,2016-09-21,92.0,,0,2016
894,AMERICANO MUCHO FRIED RICE,6600 E OLYMPIC BLVD,LOS ANGELES,90022,3,30,+13232133080,3,2016-02-10,98.0,,0,2016
901,AMG DON FELIX RESTAURANT,305 N VIRGIL AVE,LOS ANGELES,90004,1,150,+13236631088,3,2016-10-17,90.0,,0,2016
914,AMMO,1155 N HIGHLAND AVE,LOS ANGELES,90038,2,60,+1nan,3,2015-06-08,90.0,,1,2015
915,AMMO,6909 MELROSE AVE,LOS ANGELES,90038,2,60,+13234673293,3,2016-09-28,92.0,,0,2016
916,AMMO AT THE HAMMER,10899 WILSHIRE BLVD,LOS ANGELES,90024,1,150,+13104437037,2,2016-08-24,92.0,,0,2016
926,AMYS BAKERY,633 N SPRING ST,LOS ANGELES,90012,4,30,+1nan,2,2016-09-15,94.0,,0,2016
929,AN DONG GOOK SI,3500 W 6TH ST,LOS ANGELES,90020,25,30,+12132150069,3,2016-11-21,95.0,,0,2016
940,ANAR INDIAN RESTAURANT,1807 N CAHUENGA BLVD,LOS ANGELES,90028,1,60,+13234660422,3,2016-10-25,93.0,,0,2016
944,ANARBAGH RESTAURANT,4656 FRANKLIN AVE,LOS ANGELES,90027,1,30,+18184364149,3,2016-10-11,92.0,,0,2016
951,ANCHALEE RAM SONG FOOD AND DESERT,5136 HOLLYWOOD BLVD,LOS ANGELES,90027,3,30,+13236404229,3,2014-04-22,95.0,,1,2014
953,ANDAMAN THAI,3446 WILSHIRE BLVD,LOS ANGELES,90010,2,150,+12133825333,3,2016-08-08,93.0,,0,2016
954,ANDANTE COFFEE,7623 BEVERLY BLVD,LOS ANGELES,90036,1,30,+13235250355,2,2016-08-02,91.0,,0,2016
955,ANDANTE COFFEE ROASTERS,2201 W SUNSET BLVD,LOS ANGELES,90026,2,30,+13107107045,2,2016-12-16,92.0,,0,2016
960,ANDREAS COFFE SHOP,5870 MELROSE AVE,LOS ANGELES,90038,3,30,+13234732849,2,2016-09-13,94.0,,0,2016
963,ANDRES ITALIAN RESTAURANT & PIZZERIA,6332 W 3RD ST,LOS ANGELES,90036,2,150,+13239351246,3,2016-12-27,99.0,,0,2016
964,ANDRES PIZZA,7038 HOLLYWOOD BLVD,LOS ANGELES,90028,1,60,+1nan,3,2016-10-26,90.0,,0,2016
965,ANDRES PRODUCTION KITCHEN,6332 W 3RD ST,LOS ANGELES,90036,2,30,+13239351246,3,2016-12-27,98.0,,0,2016
970,ANDY PIZZA,6700 S CENTRAL AVE,LOS ANGELES,90001,1,30,+13236746571,3,2016-10-13,90.0,,0,2016
971,ANDYS BAKERY,6021 N FIGUEROA ST,LOS ANGELES,90042,1,30,+1nan,2,2016-10-25,92.0,,0,2016
976,ANDYS DOUNT,10127 S AVALON BLVD,LOS ANGELES,90003,1,30,+1nan,2,2016-12-06,80.0,,0,2016
982,ANGEL BAKERY,2815 W JAMES M WOOD BLVD,LOS ANGELES,90006,1,30,+1nan,2,2015-10-26,92.0,,1,2015
985,ANGEL CITY BAKERY COMPANY,705 N NORMANDIE AVE,LOS ANGELES,90029,1,30,+18187231753,2,2016-08-04,94.0,,0,2016
988,ANGEL FOOD DONUT,761 UNION AVE,LOS ANGELES,90017,1,30,+15625085605,2,2016-08-25,85.0,,0,2016
989,ANGEL MAID BAKERY,4538 S CENTINELA AVE,LOS ANGELES,90066,1,30,+1nan,2,2014-05-06,100.0,,1,2014
990,ANGEL MAID BAKERY,4542 CENTINELA AVE,LOS ANGELES,90066,1,30,+13109152078,2,2016-11-22,90.0,,0,2016
996,ANGELES BAKERY,1833 W 6TH ST,LOS ANGELES,90057,1,30,+1nan,2,2016-12-15,91.0,,0,2016
997,ANGELES BAKERY,3661 W 3RD ST,LOS ANGELES,90020,1,30,+1nan,2,2016-08-08,85.0,,0,2016
998,ANGELES NUTRITION,4626 S BROADWAY,LOS ANGELES,90037,1,30,+13235185473,2,2015-01-23,93.0,,1,2015
999,ANGELES PANADERIA,3332 W 8TH ST,LOS ANGELES,90005,1,30,+1nan,2,2016-07-27,88.0,,0,2016
1001,ANGELICAS BAKERY,1623 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,1,30,+1nan,2,2016-09-14,92.0,,0,2016
1004,ANGELINI ALIMENTARI,7317 BEVERLY BLVD,LOS ANGELES,90036,1,30,+13232970070,3,2016-11-01,95.0,,0,2016
1005,ANGELINI OSTERIA,7313 BEVERLY BLVD,LOS ANGELES,90036,1,60,+1nan,3,2016-12-09,97.0,,0,2016
1007,ANGELINOS DONUT,1522 W SUNSET BLVD,LOS ANGELES,90026,1,30,+12134825348,2,2016-09-20,95.0,,0,2016
1008,ANGELINOS PIZZA,2201 W WASHINGTON BLVD,LOS ANGELES,90019,1,30,+1nan,3,2016-11-08,95.0,,0,2016
1010,ANGELOS BAKERY,5118 WHITTIER BLVD,LOS ANGELES,90022,2,30,+16267683646,3,2016-05-06,90.0,,0,2016
1011,ANGELOS BAKERY & FOOD,5118 WHITTIER BLVD,LOS ANGELES,90022,2,30,+13237683646,3,2016-12-01,83.0,,0,2016
1021,ANGELS JUICE BAR,833 S WESTERN AVE,LOS ANGELES,90005,5,30,+1nan,1,2016-12-13,90.0,,0,2016
1022,ANGELS SNACK SHOP REST,1233 S WESTERN AVE,LOS ANGELES,90006,1,30,+1nan,3,2014-10-02,96.0,,1,2014
1024,ANGELUS SALAD,1620 W SUNSET BLVD,LOS ANGELES,90026,2,30,+12139777525,2,2015-09-28,95.0,,1,2015
1027,ANGRY CHEF,404 S FIGUEROA ST,LOS ANGELES,90071,18,150,+1nan,3,2016-12-05,93.0,,0,2016
1028,ANGRY CHICKEN,1275 S BRONSON AVE,LOS ANGELES,90019,2,30,+12137854459,3,2016-11-10,96.0,,0,2016
1032,ANIMA PIZZA & PASTA,698 S VERMONT AVE,LOS ANGELES,90005,9,60,+1nan,3,2015-08-11,95.0,,1,2015
1036,ANKO,400 S WESTERN AVE,LOS ANGELES,90020,5,60,+12133086369,2,2016-10-12,94.0,,0,2016
1037,ANKO BY SERVE O,400 S WESTERN AVE,LOS ANGELES,90020,5,60,+12134270821,2,2016-09-12,90.0,,0,2016
1039,ANNA MARIAS,317 S BROADWAY,LOS ANGELES,90013,18,30,+1nan,3,2016-09-14,92.0,,0,2016
1042,ANNAS CUISINE,4850 FOUNTAIN AVE,LOS ANGELES,90029,1,30,+13236630262,3,2016-12-12,96.0,,0,2016
1049,ANNIES BAKERY CAFE,2117 W 6TH ST,LOS ANGELES,90057,1,30,+1nan,3,2016-10-19,94.0,,0,2016
1053,ANS CHAN BANG,244 S OXFORD AVE,LOS ANGELES,90004,4,30,+1nan,3,2016-12-07,95.0,,0,2016
1054,ANSEONSAENG,928 S WESTERN AVE,LOS ANGELES,90006,24,30,+12134274324,3,2014-02-13,90.0,,1,2014
1055,ANSONS ON WHEELS,112 W 9TH ST,LOS ANGELES,90015,2,30,+12138910858,3,2016-09-27,97.0,,0,2016
1060,ANTEQUERA,5200 MELROSE AVE,LOS ANGELES,90038,2,30,+13234861101,3,2016-11-30,96.0,,0,2016
1065,ANTIGUA BREAD,5597 HUNTINGTON DR N,LOS ANGELES,90032,1,30,+13232767820,3,2016-11-01,94.0,,0,2016
1066,ANTIGUA BREAD,5703 N FIGUEROA ST,LOS ANGELES,90042,1,60,+1nan,3,2016-11-07,95.0,,0,2016
1067,ANTIGUA CULTURAL COFFEE,3400 N FIGUEROA ST,LOS ANGELES,90041,1,30,+1nan,2,2016-08-09,92.0,,0,2016
1071,ANTIQUE CAFE,3465 W 6TH ST,LOS ANGELES,90020,11,60,+12133834994,2,2016-12-13,92.0,,0,2016
1072,ANTOJITOS  CHILANGOS,5528 YORK BLVD,LOS ANGELES,90042,3,30,+1nan,3,2014-10-16,91.0,,1,2014
1074,ANTOJITOS BIBI,2400 W 7TH ST,LOS ANGELES,90057,4,60,+1nan,3,2013-09-17,91.0,,1,2013
1076,ANTOJITOS DEL D.F.,4003 E OLYMPIC BLVD,LOS ANGELES,90023,1,60,+13232644944,3,2016-10-25,95.0,,0,2016
1077,ANTOJITOS DENNISES,4060 E OLYMPIC BLVD,LOS ANGELES,90023,2,30,+1nan,3,2014-07-07,86.0,,1,2014
1078,ANTOJITOS GUERRO RESTAURANT,5621 YORK BLVD,LOS ANGELES,90042,1,30,+12132546118,3,2016-09-07,86.0,,0,2016
1079,ANTOJITOS HONDURENO,2701 1/4 S VERMONT AVE,LOS ANGELES,90007,1,30,+1nan,3,2017-01-10,99.0,,0,2017
1081,ANTOJITOS LAS BELLAS MARIAS,4433 S ALAMEDA ST,LOS ANGELES,90058,12,30,+13235171609,3,2016-10-06,90.0,,0,2016
1082,ANTOJITOS LISETH,3324 W 6TH ST,LOS ANGELES,90020,6,30,+1nan,3,2015-08-13,90.0,,1,2015
1083,ANTOJITOS MEXICANO PAISA,106 N AVENUE 58,LOS ANGELES,90042,1,30,+1nan,2,2017-01-03,96.0,,0,2017
1088,ANTOJITOS MI VALE,11206 WILMINGTON AVE,LOS ANGELES,90059,2,30,+13236356261,3,2015-01-15,93.0,,1,2015
1089,ANTOJITOS PUEBLA SNACK SHOP,424 S LOS ANGELES ST,LOS ANGELES,90013,1,30,+12136282646,2,2016-04-04,94.0,,0,2016
1090,ANTOJITOS TRINY,5326 S AVALON BLVD UNIT E,LOS ANGELES,90011,1,30,+12133081244,2,2016-09-21,90.0,,0,2016
1091,ANTOJITOS TROPICALES,307 E JEFFERSON BLVD,LOS ANGELES,90011,7,30,+1nan,2,2016-10-11,96.0,,0,2016
1092,ANTOJITOS Y GARNACHERIA DONA ROSITA,6210 S VERMONT AVE,LOS ANGELES,90044,3,30,+13239196550,3,2016-11-01,95.0,,0,2016
1093,ANTONIOS,7470 MELROSE AVE,LOS ANGELES,90046,1,151,+1nan,3,2016-07-20,96.0,,0,2016
1095,ANTONJITOS PUEBLA SNACK SHOP,435 S LOS ANGELES ST,LOS ANGELES,90013,1,30,+13235594672,2,2016-12-07,81.0,,0,2016
1099,ANZU,11270 LA GRANGE AVE,LOS ANGELES,90025,2,30,+13102311033,3,2017-01-13,92.0,,0,2017
1100,ANZUTEI,633 S SPRING ST,LOS ANGELES,90014,3,30,+12139999302,3,2016-03-07,90.0,,0,2016
1102,AOC,8700 W 3RD ST,LOS ANGELES,90048,1,150,+13108599859,3,2016-09-07,91.0,,0,2016
1109,APANECAS RESTAURANT,4878 E HUNTINGTON DR S,LOS ANGELES,90032,2,30,+13233438864,3,2014-08-12,95.0,,1,2014
1110,APARTMENT 503,3680 WILSHIRE BLVD,LOS ANGELES,90010,12,60,+12136747061,3,2016-11-18,96.0,,0,2016
1111,APETIT DELIGHTFUL CONVENIENC,2500 WILSHIRE BLVD,LOS ANGELES,90057,3,30,+12132525226,2,2016-11-22,94.0,,0,2016
1120,APOLLONIAS PIZZERIA,5176 WILSHIRE BLVD,LOS ANGELES,90036,1,30,+13239372823,3,2016-10-18,95.0,,0,2016
1125,APPLE DONUT,4711 S BROADWAY,LOS ANGELES,90037,1,30,+13232319718,3,2016-09-08,91.0,,0,2016
1148,APPLES BAKERY,849 S VERMONT AVE,LOS ANGELES,90005,2,30,+12133521004,2,2016-08-11,80.0,,0,2016
1149,APRI BANQUIET HALL & CATERIN,4430 FOUNTAIN AVE,LOS ANGELES,90029,1,150,+13239069791,3,2016-11-15,95.0,,0,2016
1152,AQUA CAFE,610 S RAMPART BLVD,LOS ANGELES,90057,4,30,+12133821311,1,2016-10-26,91.0,,0,2016
1154,AQUE TACOS LEONOR,3566 E 3RD PL,LOS ANGELES,90063,1,60,+13239746221,3,2016-09-26,97.0,,0,2016
1155,AQUI ES OAXACA,11614 VENICE BLVD,LOS ANGELES,90066,1,30,+1nan,3,2016-12-06,91.0,,0,2016
1158,ARADO JAPANESE RESTAURANT,4001 WILSHIRE BLVD,LOS ANGELES,90010,3,60,+1nan,3,2016-07-06,92.0,,0,2016
1166,ARAS PASTRY,4945 HOLLYWOOD BLVD,LOS ANGELES,90027,1,30,+1nan,2,2016-12-02,95.0,,0,2016
1168,ARASH SULTANI RESTAURANT,1535 N LA BREA AVE,LOS ANGELES,90028,2,60,+1nan,3,2014-04-03,90.0,,1,2014
1169,ARASHI SUSHI,1111 S HOPE ST,LOS ANGELES,90015,2,60,+1nan,3,2016-12-01,91.0,,0,2016
1170,ARAX BAKERY,4871 SANTA MONICA BLVD,LOS ANGELES,90029,1,30,+1nan,2,2016-08-31,98.0,,0,2016
1179,ARBYS,3342 S LA CIENEGA BLVD,LOS ANGELES,90016,1,60,+1nan,2,2014-06-05,97.0,,1,2014
1188,ARBYS ROAST BEEF,5920 W SUNSET BLVD,LOS ANGELES,90028,1,30,+13239623680,3,2017-01-03,98.0,,0,2017
1191,ARCADE 7 ST,1534 W 7TH ST,LOS ANGELES,90017,1,30,+12139250551,1,2016-07-06,96.0,,0,2016
1197,ARCEGAS RESTAURANT AND CAFE,4463 BEVERLY BLVD,LOS ANGELES,90004,3,30,+1nan,3,2015-06-10,92.0,,1,2015
1207,ARCTIC HOTSPOT,2509 E 4TH ST,LOS ANGELES,90033,1,30,+1nan,2,2016-05-25,90.0,,0,2016
1208,ARDAS CAFE,418 W 6TH ST,LOS ANGELES,90014,1,30,+12132219732,3,2016-06-24,95.0,,0,2016
1217,ARENA CAFE,6655 SANTA MONICA BLVD,LOS ANGELES,90038,1,151,+1nan,3,2015-10-16,94.0,,1,2015
1222,ARGENTINIAN EMPANADAS,2513 S ROBERTSON BLVD,LOS ANGELES,90034,1,30,+1nan,3,2016-12-19,97.0,,0,2016
1231,ARIYOSHI,05358 WILSHIRE BLVD,LOS ANGELES,90036,1,150,+12134549281,3,2016-07-27,94.0,,0,2016
1234,ARMANDOS BAKERY,2938 E WHITTIER BLVD,LOS ANGELES,90023,1,30,+1nan,2,2016-08-08,92.0,,0,2016
1239,ARMENIA RESTAURANT,2529 S SAN PEDRO ST,LOS ANGELES,90011,1,30,+12137449915,3,2016-12-28,96.0,,0,2016
1242,ARMONS RESTAURANT,5056 EAGLE ROCK BLVD,LOS ANGELES,90041,1,60,+1nan,3,2016-12-21,95.0,,0,2016
1245,ARNIE MORTONS OF CHICAGO,735 S FIGUEROA ST,LOS ANGELES,90017,21,151,+1nan,3,2016-09-22,97.0,,0,2016
1251,AROMA BAKERY CAFE,7373 W SUNSET BLVD,LOS ANGELES,90046,1,151,+13238508120,3,2016-10-05,91.5,,0,2016
1252,AROMA CAFE,2530 OVERLAND AVE,LOS ANGELES,90064,1,60,+13108362919,3,2016-11-17,97.0,,0,2016
1255,AROMA JUICE BAR,3680 WILSHIRE BLVD,LOS ANGELES,90010,12,30,+1nan,2,2016-09-09,93.0,,0,2016
1256,AROMA RESTAURANT,2903 W SUNSET BLVD,LOS ANGELES,90026,1,60,+1nan,3,2016-11-03,93.0,,0,2016
1265,ARSENAL BAR,12010 W PICO BLVD,LOS ANGELES,90064,1,150,+1nan,3,2014-09-17,90.0,,1,2014
1266,ARSENAL BAR,12012 PICO BLVD,LOS ANGELES,90064,1,150,+13108697893,3,2016-09-01,94.0,,0,2016
1268,ART COFFEE SHOP,1917 ZONAL AVE,LOS ANGELES,90033,1,30,+13232279850,3,2016-12-07,97.0,,0,2016
1272,ART WINGS AND THINGS ETC,4213 S CRENSHAW BLVD,LOS ANGELES,90008,1,30,+1nan,3,2013-08-06,97.0,,1,2013
1286,ARTISAN HOUSE - DELI,600 S MAIN ST,LOS ANGELES,90012,2,30,+12136226333,2,2016-09-28,95.0,,0,2016
1287,ARTISAN HOUSE-RESTAURANT,600 S MAIN ST,LOS ANGELES,90012,2,150,+12136226333,3,2016-09-28,94.0,,0,2016
1296,ARTS CHILI DOG STAND,1410 W FLORENCE AVE,LOS ANGELES,90044,1,30,+1nan,2,2016-05-13,94.0,,0,2016
1298,ARTS DISTRICT BREWING CO. - MAIN & BACK BAR,828 E TRACTION AVE,LOS ANGELES,90013,3,60,+1nan,2,2016-09-22,98.0,,0,2016
1299,ARTS DISTRICT BREWING CO. - OUTDOOR BAR,828 E TRACTION AVE,LOS ANGELES,90013,3,30,+1nan,1,2016-09-22,99.0,,0,2016
1300,ARTS DISTRICT BREWING CO. - PREP KITCHEN 1ST & 2ND LEVEL,828 E TRACTION AVE,LOS ANGELES,90013,3,150,+1nan,3,2016-09-22,90.0,,0,2016
1305,ARTUROS TACOS,6319 S AVALON BLVD,LOS ANGELES,90003,1,30,+1nan,3,2016-11-21,90.0,,0,2016
1306,ARTURS GARDEN,1240 HOOPER AVE,LOS ANGELES,90021,1,30,+1nan,3,2016-12-22,90.0,,0,2016
1312,ASA MEZA RESTAURANT,1718 N VINE ST,LOS ANGELES,90028,3,151,+13235382700,3,2015-03-05,92.0,,1,2015
1313,ASA-YA,12740 CULVER BLVD,LOS ANGELES,90066,5,30,+1nan,3,2016-11-22,94.0,,0,2016
1314,ASAHI RAMEN,2027 SAWTELLE BLVD,LOS ANGELES,90025,1,60,+1nan,3,2016-08-12,95.0,,0,2016
1319,ASAKUMA RICE,848 N LA CIENEGA BLVD,LOS ANGELES,90069,1,150,+1nan,3,2016-11-16,94.0,,0,2016
1321,ASAKUMA SUSHI DELIVERY,11769 SANTA MONICA BLVD,LOS ANGELES,90025,1,30,+13104738990,3,2016-08-31,93.0,,0,2016
1325,ASAVA THAI,970 N WESTERN AVE,LOS ANGELES,90029,2,60,+13234661122,3,2016-10-24,92.0,,0,2016
1332,ASIA KITCHEN,11279 VENICE BLVD,LOS ANGELES,90066,2,30,+13109150015,3,2016-12-06,89.0,,0,2016
1336,ASIAN BOX,455 S FIGUEROA ST,LOS ANGELES,90071,1,30,+1nan,3,2016-12-05,90.0,,0,2016
1340,ASIAN FUSION,1710 S ROBERTSON BLVD,LOS ANGELES,90035,2,60,+14242988247,3,2016-12-19,91.0,,0,2016
1342,ASIAN GRILL AND DONUTS,4209 W WASHINGTON BLVD,LOS ANGELES,90016,3,30,+15622902553,2,2016-03-30,70.0,,0,2016
1346,ASIAN PLATES,360 S ALVARADO ST,LOS ANGELES,90057,5,30,+12134841718,3,2015-04-03,94.0,,1,2015
1352,ASIANYA,11660 GATEWAY BLVD,LOS ANGELES,90064,1,150,+13103123861,3,2016-09-22,87.0,,0,2016
1353,ASLAGO GRILLED CHEESE,350 S GRAND AVE,LOS ANGELES,90071,9,30,+12132299030,2,2016-12-07,95.0,,0,2016
1354,ASLAN CATERING,2750 COLORADO BLVD,LOS ANGELES,90041,1,30,+18186129493,3,2016-12-14,98.0,,0,2016
1356,ASPARAGUS HOLY PIZZA,1809 N CAHUENGA BLVD,LOS ANGELES,90028,1,30,+13239623036,3,2016-12-19,94.0,,0,2016
1359,ASSI MARKET LOWER LEVEL KITCHEN,3525 W 8TH ST,LOS ANGELES,90005,7,30,+1nan,3,2014-09-15,92.0,,1,2014
1360,ASSI SUPER DELI,3525 W 8TH ST,LOS ANGELES,90005,7,30,+1nan,3,2014-09-15,87.0,,1,2014
1365,ASTRO BURGERS,5601 MELROSE AVE,LOS ANGELES,90038,1,60,+1nan,3,2016-12-07,92.0,,0,2016
1366,ASTRO FAMILY RESTAURANT,2300 FLETCHER DR,LOS ANGELES,90039,1,150,+1nan,3,2016-12-02,94.0,,0,2016
1369,ASUKA,1553 WESTWOOD BLVD,LOS ANGELES,90024,3,60,+14248327284,3,2016-12-16,90.0,,0,2016
1373,ATCH-KODTCH,1253 N VINE ST,LOS ANGELES,90038,9,60,+13234615537,3,2016-12-07,96.0,,0,2016
1378,ATITLAN EXPRESS,1624 W 6TH ST,LOS ANGELES,90017,1,30,+1nan,3,2016-07-07,93.0,,0,2016
1379,ATLANTIC RESTAURANT,630 S ATLANTIC BLVD,LOS ANGELES,90022,2,60,+13239810240,3,2016-11-14,91.0,,0,2016
1383,ATMOSPHERE CAFE,12034 VENICE BLVD,LOS ANGELES,90066,2,30,+13104370144,3,2016-11-29,90.0,,0,2016
1385,ATTARI GRILL,1388 WESTWOOD BLVD,LOS ANGELES,90024,2,60,+13105924818,3,2016-12-27,94.0,,0,2016
1386,ATTARI SANDWICHES,1388 WESTWOOD BLVD,LOS ANGELES,90024,2,60,+1nan,3,2016-12-27,94.0,,0,2016
1387,ATTICUS,6015 W 3RD ST,LOS ANGELES,90036,1,30,+12135456161,1,2016-07-25,90.0,,0,2016
1388,ATTICUS CREAMERY,10893 W PICO BLVD,LOS ANGELES,90025,2,30,+1nan,2,2016-03-10,90.0,,0,2016
1389,ATTICUS ICECREAM AND PIES,10893 W PICO BLVD,LOS ANGELES,90064,2,30,+12138401231,2,2016-11-29,90.0,,0,2016
1390,ATX EATERY-BAR,3249 CASITAS AVE,LOS ANGELES,90039,1,60,+13235223488,1,2014-10-16,99.0,,1,2014
1393,AU LAC PLANT-BASED FOOD & DRINK,710 1ST ST,LOS ANGELES,90012,1,151,+12136172533,3,2016-07-20,92.0,,0,2016
1397,AUNT ROSA LEES MISS SOULFOO,2781 S WESTERN AVE,LOS ANGELES,90018,2,60,+1nan,3,2014-01-22,84.0,,1,2014
1405,AUNTIE ANNES,3650 W MLK BLVD,LOS ANGELES,90008,10,30,+1nan,2,2016-08-11,95.0,,0,2016
1415,AUNTIE DEES PAN DE MANILA,3756 W AVENUE 40,LOS ANGELES,90065,6,30,+1nan,3,2016-10-06,91.0,,0,2016
1416,AUNTIE EMS LLC,4616 EAGLE ROCK BLVD,LOS ANGELES,90041,1,60,+1nan,3,2016-10-06,94.0,,0,2016
1417,AUNTIE NONAS RESTAURANT,4463 BEVERLY BLVD,LOS ANGELES,90004,3,30,+12134480934,3,2016-04-07,80.0,,0,2016
1418,AURA THAI HOLLYWOOD,1415 N VERMONT AVE,LOS ANGELES,90027,1,30,+13239069914,3,2016-12-16,91.0,,0,2016
1420,AURELIAS RESTAURANT,4463 BEVERLY BLVD,LOS ANGELES,90004,3,30,+13236203306,3,2016-11-14,90.0,,0,2016
1425,AUTENTICO SABOR CASERO,7526 S HOOVER ST,LOS ANGELES,90044,1,30,+13233547533,3,2016-10-05,95.0,,0,2016
1426,AUTHENTIC THAI CUISINE,637 N SPRING ST,LOS ANGELES,90012,3,60,+12136131115,3,2014-04-02,83.0,,1,2014
1433,AV LOUNGE,1601 N CAHUENGA BLVD,LOS ANGELES,90028,1,150,+13237347200,1,2014-02-28,98.0,,1,2014
1435,AVALON - 1ST LEVEL,1735 VINE ST,LOS ANGELES,90028,4,60,+1nan,2,2016-07-25,96.0,,0,2016
1436,AVALON - HONEY RESTAURANT/BAR,1735 VINE ST,LOS ANGELES,90028,4,60,+1nan,3,2016-07-25,95.0,,0,2016
1437,AVALON - MEZZANINE BAR,1735 VINE ST,LOS ANGELES,90028,4,60,+1nan,2,2016-07-25,98.0,,0,2016
1438,AVALON - SPIDER BAR,1735 VINE ST,LOS ANGELES,90028,4,60,+1nan,2,2016-07-25,98.0,,0,2016
1442,AVENTINE,1603 N CAHUENGA BLVD,LOS ANGELES,90028,1,151,+13235000969,3,2016-06-24,95.0,,0,2016
1443,AVENUE 2,3456 WILSHIRE BLVD,LOS ANGELES,90010,2,30,+12133852636,3,2015-09-24,90.0,,1,2015
1444,AVENUE 2 GRILL,3456 WILSHIRE BLVD,LOS ANGELES,90010,2,30,+18053851089,3,2016-12-13,90.0,,0,2016
1447,AVENUE ITALY,11301 W OLYMPIC BLVD,LOS ANGELES,90064,18,150,+1nan,3,2014-12-23,93.0,,1,2014
1452,AVOCADO COLOMBIAN CUISINE,735 E 12TH ST,LOS ANGELES,90021,24,30,+12137441696,3,2014-09-24,90.0,,1,2014
1455,AWASH RESTAURANT,5990 1/2 W PICO BLVD,LOS ANGELES,90035,1,60,+1nan,3,2016-09-13,91.0,,0,2016
1457,AWOOLIM,928 S WESTERN AVE,LOS ANGELES,90006,24,30,+1nan,3,2016-08-05,90.0,,0,2016
1464,AY-DO-NO,5911 HOLLYWOOD BLVD,LOS ANGELES,90028,1,150,+13238711420,3,2015-12-10,90.0,,1,2015
1466,AYARA THAI CUISINE,6245 W 87TH ST,LOS ANGELES,90045,1,150,+1nan,3,2016-12-14,90.0,,0,2016
1471,AYTA GRILL,4017 N FIGUEROA ST,LOS ANGELES,90065,2,30,+13233438670,3,2014-01-22,94.0,,1,2014
1475,AZLA,3655 S GRAND AVE,LOS ANGELES,90007,6,30,+12137457455,3,2016-10-11,98.0,,0,2016
1494,B & K ARTS LAB,2835 S ROBERTSON BLVD,LOS ANGELES,90034,1,30,+1nan,2,2016-10-26,95.0,,0,2016
1501,B C D TOFU HOUSE,869 S WESTERN AVE,LOS ANGELES,90005,4,150,+1nan,3,2016-12-09,92.0,,0,2016
1502,B D BURGERS,10203 S CENTRAL AVE,LOS ANGELES,90002,1,30,+1nan,3,2016-05-25,93.0,,0,2016
